Constituency,Sl_No,Candidate_Name,Party,Symbol
Kalasapakkam,12,KRISHNAMURTHY. M,Independent,Peanuts
Kalasapakkam,13,KRISHNAMURTHY. R,Independent,Peas
Kalasapakkam,14,KOTHANDAPANI. B,Independent,Scissors
Kalasapakkam,15,SARAVANAN. K,Independent,Air conditioner
Kalasapakkam,16,SANTHAKUMARAN. A,Independent,Cot
Kalasapakkam,17,DEIVEEGAN. P,Independent,Almirah
Kalasapakkam,18,BALAJI. P,Independent,Water tank
Kalasapakkam,19,BASKARAN. R,Independent,Well
Kalasapakkam,20,MANIKANDAN. K,Independent,Jackfruit
Kalasapakkam,21,RAJA. N,Independent,Lady finger
Polur,1,UMADEVI. A,Naam Tamilar Katchi,Farmer Carrying Plough
Polur,2,SARAVANAN. P,Desiya Murpokku Dravida Kazhagam,Nagara
Polur,3,ABISHEK. R,Tamilaga Vettri Kazhagam,Whistle
Polur,4,SHANMUGAVELU. A,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,Pestle and mortar
Polur,5,SYED MUKRAM. R. N,Tamizhaga Vaazhvurimai Katchi,Camera
Polur,6,DHAVAMANI. P,Anti Corruption Dynamic Party,Jackfruit
Polur,7,BANUPRIYA. D,Republican Party of India (Athawale),Ganna kisan
Polur,8,BASKARAN. C. R,Pattali Makkal Katchi,Mango
Polur,9,MANIKANDAN. R,Aanaithinthiya Jananayaka Pathukappu Kazhagam,Gas cylinder
Polur,10,EZHIL ARASU. M M.A. L.L.M.,Independent,Scissors
Polur,11,SARAVANAN. P,Independent,Noodles bowl
Polur,12,SARAVANAN. M,Independent,Pan
Polur,13,SUBHA. A,Independent,Diamond
Polur,14,BASKARAN. C,Independent,Water melon
Polur,15,PURUSOTHAMAN. M,Independent,Television
Arani,1,DHAVAMANI. R,Naam Tamilar Katchi,Farmer Carrying Plough
Arani,2,MAHALAKSHMI GOVARTHANAN,Dravida Munnetra Kazhagam,Rising sun
Arani,3,JAYASUDHA. L,All India Anna Dravida Munnetra Kazhagam,Two leaves
Arani,4,GANAPATHY. S,Thamizhaka Padaippalar Makkal Katchi,Drill machine
Arani,5,KALAIMANI. V,Aanaithinthiya Jananayaka Pathukappu Kazhagam,Gas cylinder
Arani,6,SURESH. S,Tamizhaga Vaazhvurimai Katchi,Camera
Arani,7,SELVAKOTTI. E,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,Pestle and mortar
Arani,8,TAMILMANNAN. D,Samaniya Makkal Nala Katchi,Walking stick
Arani,9,VENKATESH KUMAR. D,Tamilaga Vettri Kazhagam,Whistle
Arani,10,AMMU. V,Independent,Scissors
Arani,11,EKAMBARAM. V,Independent,CCTV Camera
Arani,12,SAKTHIVEL. S,Independent,Petrol pump
Arani,13,SARAVANAN. S,Independent,Sitar
Arani,14,SILAMBARASAN. C,Independent,Electric pole
Arani,15,SUDHA. S,Independent,Pressure cooker
Arani,16,SETHURAMA SASTHRI. G,Independent,Bucket
Arani,17,DHAMOTHARAN. M,Independent,Peas
Arani,18,BASKARAN. S,Independent,Envelope
Arani,19,MAHALAKSHMI. G,Independent,Battery Torch
Arani,20,MAHALAKSHMI. G,Independent,Capsicum
Arani,21,VINOTH. A,Independent,Grapes
Arani,22,VENKATESAN. P,Independent,Frying pan
Arani,23,JAYANTHI. E,Independent,Tiller
Arani,24,JAYANTHI. M,Independent,Lady finger
Cheyyar,1,TAMILSELVAN. M,Naam Tamilar Katchi,Farmer Carrying Plough
Cheyyar,2,MUKKUR N. SUBRAMANIAN,All India Anna Dravida Munnetra Kazhagam,Two leaves
Cheyyar,3,JOTHI. O,Dravida Munnetra Kazhagam,Rising sun
Cheyyar,4,KUTTIMANI. S,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,Pestle and mortar
Cheyyar,5,CHANDRASEKARAN. M,All India Jananayaka Makkal Kazhagam,Mixee
Cheyyar,6,SRINIVASAN. K,Aanaithinthiya Jananayaka Pathukappu Kazhagam,Gas cylinder
Cheyyar,7,DURUGAN. M,Vanchit Bahujan Aaghadi,Diamond
Cheyyar,8,DUSI K MOHAN,Tamilaga Vettri Kazhagam,Whistle
Cheyyar,9,PALANI. M,Tamizhaga Vaazhvurimai Katchi,Camera
Cheyyar,10,RAGUPATHI. S,Anti Corruption Dynamic Party,Water melon
Cheyyar,11,VENKATESAN. V,Anaithindia Samudaya Munnetra Kazhagam,Tooth brush
Cheyyar,12,ARJUNAN. M,Independent,Scissors
Cheyyar,13,MOHAN. R,Independent,Carrom board
Vandavasi,1,AMBETHKUMAR. S,Dravida Munnetra Kazhagam,Rising sun
Vandavasi,2,GANESH. R,Naam Tamilar Katchi,Farmer Carrying Plough
Vandavasi,3,RANI. P,All India Anna Dravida Munnetra Kazhagam,Two leaves
Vandavasi,4,UDHAYAKUMAR. M,Tamilaga Vettri Kazhagam,Whistle
Vandavasi,5,THAMARAI SELVI. S,Tamizhaga Vaazhvurimai Katchi,Camera
Vandavasi,6,MUTHUSELVAM. V,Anti Corruption Dynamic Party,Tiller
Vandavasi,7,MUTHUPERUMAL. K,Aanaithinthiya Jananayaka Pathukappu Kazhagam,Gas cylinder
Vandavasi,8,RAKESH SHARMA. R,Thakkam Katchi,Matchbox
Vandavasi,9,AMBEDKAR. T,Independent,Carrom board
Vandavasi,10,ARJUNAN. M,Independent,Scissors
Vandavasi,11,UDHAYAKUMAR. N,Independent,Tooth brush
Vandavasi,12,KANNIYAPPAN. S,Independent,Saw
Vandavasi,13,PONNAMBALAM. P,Independent,Gas Stove
Vandavasi,14,RANI. A,Independent,Peas
Vandavasi,15,JAISANKAR. M,Independent,Pressure cooker
Gingee,1,ADVOCATE KRISHNAN E,Naam Tamilar Katchi,Farmer Carrying Plough
Gingee,2,GINGEE MASTHAN K S,Dravida Munnetra Kazhagam,Rising sun
Gingee,3,RANGARAJAN E,Bahujan Samaj Party,Elephant
Gingee,4,RASANAYAGAM N,Tamizhaga Vaazhvurimai Katchi,Camera
Gingee,5,GANESHKUMAR A,Pattali Makkal Katchi,Mango
Gingee,6,SAKTHIVEL A,Thakkam Katchi,Matchbox
Gingee,7,CHANDRASEKARAN B,Tamilaga Vettri Kazhagam,Whistle
Gingee,8,THANIGAIMALAI R,Anti Corruption Dynamic Party,Tiller
Gingee,9,PERUMAL N,Aanaithinthiya Jananayaka Pathukappu Kazhagam,Gas cylinder
Gingee,10,MOHAMMAD SIDDIQ M H,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,Pestle and mortar
Gingee,11,GOKULRAJ S,Independent,Grapes
Gingee,12,DEVENDIRAN M,Independent,Tyres
Gingee,13,BANUKUMAR R,Independent,Bucket
Gingee,14,PRABAKARAN M,Independent,Water melon
Gingee,15,POYYATHAPPAN K,Independent,Gramophone
Gingee,16,MUNUSAMY A,Independent,Television
Gingee,17,MOHAN A,Independent,Balloon
Gingee,18,RAMESH R,Independent,Ship
Gingee,19,SRIDHAR G,Independent,Capsicum
Mailam,1,SHANMUGAM C VE,All India Anna Dravida Munnetra Kazhagam,Two leaves
Mailam,2,RANJITH KUMAR  M,Bahujan Samaj Party,Elephant
Mailam,3,VIDJAIVIKRAM S,Naam Tamilar Katchi,Farmer Carrying Plough
Mailam,4,VENKATESAN L,Desiya Murpokku Dravida Kazhagam,Nagara
Mailam,5,AYYANAR N,Anti Corruption Dynamic Party,Jackfruit
Mailam,6,ANANDHABABU M,Tamizhaga Vaazhvurimai Katchi,Camera
Mailam,7,SURESH KUMAR S,Indhia Kudiarasu Katchi,Gas cylinder
Mailam,8,SEKAR NAYAKAR I M,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,Coconut farm
Mailam,9,DIVYA P,Naam Indiar Party,Spanner
Mailam,10,PURUSHOTHAMAN K,Desiya Makkal Sakthi Katchi,Mike
Mailam,11,MANAVALAN A,Anna MGR Dravida Makkal Kalgam,Pan
Mailam,12,VINOTH R,Thakkam Katchi,Matchbox
Mailam,13,VIJAY NIRANJAN A,Tamilaga Vettri Kazhagam,Whistle
Mailam,14,KARVANNAN K,Independent,Electric pole
Mailam,15,KRISHNAMURTHY K,Independent,Diamond
Mailam,16,GOPU V S,Independent,Bat
Mailam,17,SIVA S,Independent,Computer
Mailam,18,SUNDAR C,Independent,Pressure cooker
Mailam,19,TAMIZHARASAN M,Independent,Pen nib with seven rays
Mailam,20,RANJITHA V,Independent,Ship
Mailam,21,VIJAYAGANTH K,Independent,Grapes
Tindivanam,1,ARJUNAN. P,All India Anna Dravida Munnetra Kazhagam,Two leaves
Tindivanam,2,PACHIMUTHU. P,Naam Tamilar Katchi,Farmer Carrying Plough
Tindivanam,3,VANNI ARASU,Viduthalai Chiruthaigal Katchi,Pot
Tindivanam,4,VENKATACHALAPATHY. A,Bahujan Samaj Party,Elephant
Tindivanam,5,SAKTHIVEL. S,Tamilaga Vettri Kazhagam,Whistle
Tindivanam,6,MOHAN. A,MAKKAL SAKTHI KATCHI,Bat
Tindivanam,7,RAMNESHWARAN. V,Thakkam Katchi,Matchbox
Tindivanam,8,VANJINATHAN. C,Tamizhaga Vaazhvurimai Katchi,Camera
Tindivanam,9,CHANDARAN. A,Independent,Ship
Tindivanam,10,DURKALI. N,Independent,Toffees
Tindivanam,11,DEVAKUMARAN. E,Independent,Kettle
Tindivanam,12,PON.SIVAKUMAR,Independent,Gas cylinder
Tindivanam,13,VINOTH. S,Independent,Bucket
Tindivanam,14,VISWANATHAN. S.A,Independent,Diamond
Vanur,1,KARIKALAN B,Naam Tamilar Katchi,Farmer Carrying Plough
Vanur,2,GOWTHAM D,Dravida Munnetra Kazhagam,Rising sun
Vanur,3,MURUGAN P,All India Anna Dravida Munnetra Kazhagam,Two leaves
Vanur,4,VINAYAGAMOORTHY M,Bahujan Samaj Party,Elephant
Vanur,5,ANANDAKUMAR P M,Thakkam Katchi,Matchbox
Vanur,6,SAKTHIVEL S,Tamizhaga Vaazhvurimai Katchi,Camera
Vanur,7,SURESH P,Tamilaga Vettri Kazhagam,Whistle
Vanur,8,AYYANAR E,Independent,Chappals
Vanur,9,SATHYARAMAN P,Independent,Diamond
Vanur,10,SIVAKUMAR R,Independent,Scissors
Vanur,11,SURESH C V,Independent,Bead necklace
Vanur,12,THANGARASU N,Independent,Ship
Vanur,13,MURALI M,Independent,Electric pole
Vanur,14,RADHIKA S,Independent,Balloon
Vanur,15,VETRIVEL G,Independent,Sitar
Viluppuram,1,ABINAYA PONNIVALAVAN,Naam Tamilar Katchi,Farmer Carrying Plough
Viluppuram,2,LAKSHMANAN R,Dravida Munnetra Kazhagam,Rising sun
Viluppuram,3,MURUGAN S,Bahujan Samaj Party,Elephant
Viluppuram,4,VIJAYASURESHBABU,All India Anna Dravida Munnetra Kazhagam,Two leaves
Viluppuram,5,KUMARAN R,Tamizhaga Vaazhvurimai Katchi,Camera
Viluppuram,6,NAGARAJAN P,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,Pestle and mortar
Viluppuram,7,MOHANRAJ N,Tamilaga Vettri Kazhagam,Whistle
Viluppuram,8,AKBAR ALI P,Independent,Electric pole
Viluppuram,9,ARUMUGAM M,Independent,Pen nib with seven rays
Viluppuram,10,RAMAN K,Independent,Balloon
Viluppuram,11,BALAMURUGAN N,Independent,Coconut farm
Viluppuram,12,PRAVEEN KUMAR R,Independent,Gas Stove
Viluppuram,13,MOHAMED ALI JINNA M,Independent,Peas
Viluppuram,14,MOHAN C,Independent,Cauliflower
Viluppuram,15,RAGHUL R,Independent,Battery Torch
Viluppuram,16,RAYAR K,Independent,Air conditioner
Viluppuram,17,RAJKUMAR S,Independent,Pressure cooker
Viluppuram,18,LAKSHMANAN R,Independent,Cake
Viluppuram,19,LAKSHMANAN K,Independent,Diamond
Viluppuram,20,LAKSHMANAN R,Independent,Gas cylinder
Viluppuram,21,VIJAYA K,Independent,Mike
Viluppuram,22,VIJAYA D,Independent,Capsicum
Viluppuram,23,VIJAYA M,Independent,Gramophone
Viluppuram,24,VIJAYA M,Independent,Nail cutter
Vikravandi,1,INBARASAN G,Bahujan Samaj Party,Elephant
Vikravandi,2,ANNIYUR SIVA @ SIVASHANMUGAM A,Dravida Munnetra Kazhagam,Rising sun
Vikravandi,3,SUBHA CHANDRASEKARAN A,Naam Tamilar Katchi,Farmer Carrying Plough
Vikravandi,4,SIVAKUMAR C,Pattali Makkal Katchi,Mango
Vikravandi,5,SETTU C,Tamizhaga Vaazhvurimai Katchi,Camera
Vikravandi,6,THAMIZHVENGAI KA,Desiya Makkal Sakthi Katchi,Football player
Vikravandi,7,BACKIYALAKSHMI C,Thakkam Katchi,Matchbox
Vikravandi,8,MOHAMMAD SIDDIQ M H,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,Pestle and mortar
Vikravandi,9,RAMACHANDRAN P,Anti Corruption Dynamic Party,Capsicum
Vikravandi,10,VIJAI VADIVEL A,Tamilaga Vettri Kazhagam,Whistle
Vikravandi,11,STALIN D,Aanaithinthiya Jananayaka Pathukappu Kazhagam,Gas cylinder
Vikravandi,12,YEASURAJA M,Independent,Baby walker
Vikravandi,13,GOKUL RAJ B,Independent,Balloon
Vikravandi,14,SAKTHIVEL A,Independent,Ship
Vikravandi,15,SANMUGAM B,Independent,Diamond
Vikravandi,16,SHANMUGAM P,Independent,Bead necklace
Vikravandi,17,SHANMUGAM R,Independent,Cauliflower
Vikravandi,18,SIVAKUMAR S,Independent,Kettle
Vikravandi,19,SELVAKUMAR S,Independent,Bucket
Vikravandi,20,TAMILSELVAN D,Independent,Grapes
Vikravandi,21,PRABHAKARAN D,Independent,Electric pole
Vikravandi,22,MURUGAN C,Independent,Road roller
Vikravandi,23,RAMACHANDRAN A,Independent,Chappals
Vikravandi,24,RAJARAM M,Independent,CCTV Camera
Tirukkoyilur,1,GOVINDHAKANNAN M,Bahujan Samaj Party,Elephant
Tirukkoyilur,2,DR PON GAUTHAMSIGAMANI,Dravida Munnetra Kazhagam,Rising sun
Tirukkoyilur,3,PALANISAMY S,All India Anna Dravida Munnetra Kazhagam,Two leaves
Tirukkoyilur,4,HEMARAJAN K,Naam Tamilar Katchi,Farmer Carrying Plough
Tirukkoyilur,5,SELVAM K,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,Pestle and mortar
Tirukkoyilur,6,TAMILSELVAM R,Tamizhaga Vaazhvurimai Katchi,Camera
Tirukkoyilur,7,VIJAY R BARANIBALAAJI,Tamilaga Vettri Kazhagam,Whistle
Tirukkoyilur,8,EDWIN ABINESH A,Independent,Bicycle pump
Tirukkoyilur,9,KARTHICK S,Independent,Fountain
Tirukkoyilur,10,GOWTHAM S,Independent,Dish antenna
Tirukkoyilur,11,PALANISAMY E,Independent,Grapes
Tirukkoyilur,12,PRABHAKARAN V J,Independent,Gas cylinder
Tirukkoyilur,13,RAVICHANDRAN G,Independent,Ship
Tirukkoyilur,14,RAMAKRISHNAN M,Independent,Tiller
Tirukkoyilur,15,VIJAYAMOORTHI E,Independent,Chappals
Ulundurpettai,1,KUMARAGURU R,All India Anna Dravida Munnetra Kazhagam,Two leaves
Ulundurpettai,2,LOGESHWARI S,Naam Tamilar Katchi,Farmer Carrying Plough
Ulundurpettai,3,VASANTHAVEL G R,Dravida Munnetra Kazhagam,Rising sun
Ulundurpettai,4,UDHAYAKUMAR R,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,Coconut farm
Ulundurpettai,5,SUDHAKAR M,Tamilaga Vettri Kazhagam,Whistle
Ulundurpettai,6,BALAKRISHNAN K,Anna Makkal Katchi,Letter box
Ulundurpettai,7,ARASAN K,Independent,Jackfruit
Ulundurpettai,8,KRISHNAMOORTHY V,Independent,Pen nib with seven rays
Ulundurpettai,9,SANKAR S,Independent,Road roller
Ulundurpettai,10,SASIKUMAR N,Independent,Camera
Ulundurpettai,11,SENTHIL P,Independent,Violin
Ulundurpettai,12,PARTHIBAN V,Independent,Electric pole
Ulundurpettai,13,MANIKANDAN P,Independent,Ship
Ulundurpettai,14,RAMAKRISHNAN R,Independent,Gas cylinder
Rishivandiyam,1,KARTHIKEYAN K,Dravida Munnetra Kazhagam,Rising sun
Rishivandiyam,2,BALAKRISHNAN A,Bahujan Samaj Party,Elephant
Rishivandiyam,3,RADHIKA P,Naam Tamilar Katchi,Farmer Carrying Plough
Rishivandiyam,4,ASHOK KUMAR G,Tamilaga Vettri Kazhagam,Whistle
Rishivandiyam,5,ARUMUGAM G,Parivartan Rajniti Party,Bat
Rishivandiyam,6,SANKAR R,Tamizhaga Vaazhvurimai Katchi,Camera
Rishivandiyam,7,SEVVANTHA G K,Anna Makkal Katchi,Letter box
Rishivandiyam,8,CHEZHIYAN P,Pattali Makkal Katchi,Mango
Rishivandiyam,9,RANGANATHAN N,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,Coconut farm
Rishivandiyam,10,VENKATRAMAN J,Naadaalum Makkal Katchi,Pen nib with seven rays
Rishivandiyam,11,ANBU D,Independent,Grapes
Rishivandiyam,12,ANBUMURUGAN S,Independent,Water melon
Rishivandiyam,13,KARTHIKEYAN A,Independent,Calculator
Rishivandiyam,14,KARTHIKEYAN V,Independent,Cauliflower
Rishivandiyam,15,GOWTHAM C,Independent,Water tank
Rishivandiyam,16,SENTHIKUMAR V N,Independent,Ship
Rishivandiyam,17,SELVARAJ P,Independent,Gas cylinder
Rishivandiyam,18,SEZHIYAN K,Independent,Balloon
Rishivandiyam,19,NARAYANAN L,Independent,Box
Rishivandiyam,20,MANIKANDAN C,Independent,Scissors
Rishivandiyam,21,MARIKKANNU A,Independent,Pan
Rishivandiyam,22,RAJA K,Independent,Bricks
Rishivandiyam,23,RAJA S,Independent,Belt
Rishivandiyam,24,VINOTH S,Independent,Frock
Rishivandiyam,25,VIJAYAKUMAR G,Independent,Bread
Sankarapuram,1,UDHAYASURIYAN T,Dravida Munnetra Kazhagam,Rising sun
Sankarapuram,2,SUDHA M,Bahujan Samaj Party,Elephant
Sankarapuram,3,RAMESH K,Naam Tamilar Katchi,Farmer Carrying Plough
Sankarapuram,4,RAKESH R,All India Anna Dravida Munnetra Kazhagam,Two leaves
Sankarapuram,5,RAMACHANDIRAN M,Tamizhaga Vaazhvurimai Katchi,Camera
Sankarapuram,6,GANGASEKAR A,MAKKAL SAKTHI KATCHI,Mike
Sankarapuram,7,SANNIYASI N,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,Pestle and mortar
Sankarapuram,8,NADARAJAN K,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,Coconut farm
Sankarapuram,9,JAGADESAN A,Tamilaga Vettri Kazhagam,Whistle
Sankarapuram,10,ANBAZHAGAN S,Independent,Grapes
Sankarapuram,11,KAVIKUIL V,Independent,Ship
Sankarapuram,12,SAMIKKANNU M,Independent,Gas Stove
Sankarapuram,13,DURAI EZHILAN P,Independent,Electric pole
Sankarapuram,14,PACHAIYAPPAN K,Independent,Peas
Sankarapuram,15,MANI G,Independent,Ring
Sankarapuram,16,MANIKANDAN P,Independent,Gift pack
Sankarapuram,17,MAYILAMPARAI MARI A,Independent,Pan
Sankarapuram,18,DR.MURUGU K,Independent,Gas cylinder
Sankarapuram,19,VIGNESH R,Independent,Box
Sankarapuram,20,VIJAY J,Independent,Pen nib with seven rays
Sankarapuram,21,JAYAPRAKASH K,Independent,Truck
Sankarapuram,22,HARUN RASHEETH J,Independent,Bat
Kallakurichi,1,NAGAMMAL R,Naam Tamilar Katchi,Farmer Carrying Plough
Kallakurichi,2,MALATHI K,Viduthalai Chiruthaigal Katchi,Pot
Kallakurichi,3,RAJEEVGANDHI S,All India Anna Dravida Munnetra Kazhagam,Two leaves
Kallakurichi,4,ARUL VIGNESH,Tamilaga Vettri Kazhagam,Whistle
Kallakurichi,5,SELVARAJ M,Independent,Cot
Kallakurichi,6,PRABU C,Independent,Well
Kallakurichi,7,MALATHI K,Independent,Bucket
Kallakurichi,8,RAJIVGANDHI S,Independent,Funnel
Kallakurichi,9,RAJIVGANDHI P,Independent,Balloon
Kallakurichi,10,VASANTHAKUMAR S,Independent,Ship
Kallakurichi,11,VIGNESH G,Independent,CCTV Camera
Gangavalli,1,ABIRAMI. A,Naam Tamilar Katchi,Farmer Carrying Plough
Gangavalli,2,CHINNADURAI. K,Dravida Munnetra Kazhagam,Rising sun
Gangavalli,3,NALLATHAMBI. A,All India Anna Dravida Munnetra Kazhagam,Two leaves
Gangavalli,4,BALAKRISHNAN. P,Bahujan Samaj Party,Elephant
Gangavalli,5,ANBAZHAGAN. S,Anna Makkal Katchi,Letter box
Gangavalli,6,KAVIARASAN. T.T,Tamizhaga Vaazhvurimai Katchi,Camera
Gangavalli,7,SUJATHA. V,Tamilaga Vettri Kazhagam,Whistle
Gangavalli,8,MARIMUTHU. S,Puthiya Tamilagam,Gas cylinder
Gangavalli,9,KANNAN. S,Independent,Sitar
Gangavalli,10,GUNAPRAKASH. D,Independent,Box
Gangavalli,11,TAMILARASAN. T,Independent,Brush
Gangavalli,12,DHANAPAL. S,Independent,Balloon
Gangavalli,13,RAMESH. S,Independent,Grapes
Attur,1,ARTHANARI. S.K.,Indian National Congress,Hand
Attur,2,SELLAMMAL. V.M.,Bahujan Samaj Party,Elephant
Attur,3,MONISHA CHINNADURAI.,Naam Tamilar Katchi,Farmer Carrying Plough
Attur,4,JAYASANKARAN. A.P.,All India Anna Dravida Munnetra Kazhagam,Two leaves
Attur,5,SELVABHARATHI. R.,Tamilaga Vettri Kazhagam,Whistle
Attur,6,PALANIYAMMAL. S.,Desiya Makkal Sakthi Katchi,Balloon
Attur,7,RAMESH. G.,Tamizhaga Vaazhvurimai Katchi,Camera
Attur,8,SELVAKANNAN. L.,Independent,Coat
Attur,9,POOMALAI. C.,Independent,Pressure cooker
Attur,10,MANIKANDAN. M.,Independent,Chess board
Attur,11,MANIMARAN. A.,Independent,Ring
Attur,12,MANICKAM. K.,Independent,Air conditioner
Attur,13,RAJESHKANNAN. K.,Independent,Sitar
Attur,14,VARATHARAJ. G.,Independent,Gas cylinder
Attur,15,JAGAN. T.,Independent,Bat
Yercaud,1,P.USHARANI,All India Anna Dravida Munnetra Kazhagam,Two leaves
Yercaud,2,K.PALANISAMY,Bahujan Samaj Party,Elephant
Yercaud,3,PALANISAMY.M,Naam Tamilar Katchi,Farmer Carrying Plough
Yercaud,4,T.M.REVATHI,Dravida Munnetra Kazhagam,Rising sun
Yercaud,5,C.GOPI,Communist Party of India (Marxist-Leninist) (Liberation),Flag with three stars
Yercaud,6,J.LAKSHMI JANARTHANAN,Tamilaga Vettri Kazhagam,Whistle
Yercaud,7,T.VENGATESHSAN,Tamizhaga Vaazhvurimai Katchi,Camera
Yercaud,8,N.KARTHIK,Independent,Flute
Yercaud,9,A.KALIYAPPAN,Independent,Tray
Yercaud,10,THANGADURAI.N,Independent,Wallet
Yercaud,11,K.PAZHANIVEL,Independent,Belt
Yercaud,12,N.VIJAYAKUMAR,Independent,Cake
Yercaud,13,S.VENKATESAN,Independent,Diamond
Omalur,1,ELANGOVAN. A.R,Desiya Murpokku Dravida Kazhagam,Nagara
Omalur,2,SIVASAKTHI. M,Naam Tamilar Katchi,Farmer Carrying Plough
Omalur,3,MANI. R,All India Anna Dravida Munnetra Kazhagam,Two leaves
Omalur,4,ADHIYAMAAN. R.V,Tamilaga Vettri Kazhagam,Whistle
Omalur,5,KRISHNAMOORTHY. D,Tamizhaga Vaazhvurimai Katchi,Camera
Omalur,6,SURESHKUMAR. S,Aanaithinthiya Jananayaka Pathukappu Kazhagam,Gas cylinder
Omalur,7,ARULPRAKASH. T,Independent,Bucket
Omalur,8,GOBINATHAN. R,Independent,Tea filter
Omalur,9,SANTHALINGAM. C,Independent,Colour tray & brush
Omalur,10,PERUMAL. S,Independent,Ship
Omalur,11,MANI. V,Independent,Coconut farm
Omalur,12,MANOKARAN. A,Independent,Electric pole
Omalur,13,MAYAKKANNAN. R,Independent,Truck
Omalur,14,MOHANRAJ. P.M,Independent,Bat
Omalur,15,JEGANATHAN. A,Independent,Battery Torch
Mettur,1,MIDHUN CHAKRAVARTHY.M,Dravida Munnetra Kazhagam,Rising sun
Mettur,2,VIDHYA VEERAPPAN,Naam Tamilar Katchi,Farmer Carrying Plough
Mettur,3,VENKATACHALAM.G,All India Anna Dravida Munnetra Kazhagam,Two leaves
Mettur,4,SELVAM.K,Tamilaga Vettri Kazhagam,Whistle
Mettur,5,PERIYAPONNU.O,Tamizhaga Vaazhvurimai Katchi,Camera
Mettur,6,VELU.A,Vada Tamil Nadu Munnetra Katchi,Bat
Mettur,7,KANNAN.M,Independent,Tiller
Mettur,8,KANNAN.R,Independent,Flute
Mettur,9,KRISHNAMOORTHY.P,Independent,Peas
Mettur,10,SARAVANAKUMAR.M,Independent,Diamond
Mettur,11,CHITHAMBARAM.A,Independent,Throwing a javelin
Mettur,12,DURAIRAJ.V,Independent,Gas cylinder
Mettur,13,DR.K.PADMARAJAN,Independent,Tyres
Mettur,14,PRABAKARAN.S,Independent,Coconut farm
Mettur,15,MURUGAN.P,Independent,Bricks
Mettur,16,RAMKUMAR.D.M,Independent,Laptop
Mettur,17,VENKATASALAM.G,Independent,Electric pole
Mettur,18,JAGANATHAN.A,Independent,Bucket
Edappadi,1,KASI. C,Dravida Munnetra Kazhagam,Rising sun
Edappadi,2,EDAPPADI PALANISWAMI. K,All India Anna Dravida Munnetra Kazhagam,Two leaves
Edappadi,3,PRIYADHARSHINI. A,Naam Tamilar Katchi,Farmer Carrying Plough
Edappadi,4,GOVINDARAJ.V,Tamizhaga Vaazhvurimai Katchi,Camera
Edappadi,5,SURESH. L,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,Coconut farm
Edappadi,6,ELUMALAI. P,Independent,Gas cylinder
Edappadi,7,IYYAPPAN PERUMAL. P,Independent,Tea filter
Edappadi,8,KUMARESAN. M,Independent,Ring
Edappadi,9,SAKTHIVEL. S,Independent,Bucket
Edappadi,10,SUBRAMANI. P,Independent,Battery Torch
Edappadi,11,THULASIMANI. P,Independent,Telephone
Edappadi,12,PREMKUMAR. K,Independent,Television
Edappadi,13,MURUGAN. C,Independent,Bat
Edappadi,14,STUDENT'S FRIEND MURUGAN. M,Independent,Diamond
Edappadi,15,RAJA. K. B.SC. B.TECH. EX.INAS,Independent,Pen nib with seven rays
Sankari,1,SETTUMUTHU. V,Bahujan Samaj Party,Elephant
Sankari,2,NITHYA. A,Naam Tamilar Katchi,Farmer Carrying Plough
Sankari,3,MANIKANDAN. M,Dravida Munnetra Kazhagam,Rising sun
Sankari,4,VETRIVEL. S,All India Anna Dravida Munnetra Kazhagam,Two leaves
Sankari,5,DR. GURUNATHAN. S,Indhu Dravida Makkal Katchi,Gas cylinder
Sankari,6,SENTHILKUMAR. K,Tamilaga Vettri Kazhagam,Whistle
Sankari,7,SENTHILKUMAR. R.S.,Tamizhaga Vaazhvurimai Katchi,Camera
Sankari,8,SAKTHIVEL. G,Independent,Grapes
Sankari,9,SAKTHIVEL. D,Independent,Ship
Sankari,10,SALMAN. E,Independent,Pen drive
Sankari,11,DURAIRAJ. C,Independent,Ring
Sankari,12,PARAMASIVAM. R,Independent,Peas
Sankari,13,POOVARASAN. S,Independent,Batsman
Sankari,14,MANIKANDAN. D,Independent,Gift pack
Sankari,15,MANIKANDAN. P,Independent,Kitchen sink
Sankari,16,MAYILKUMAR. M,Independent,Truck
Sankari,17,RANJITH KUMAR. V,Independent,Bucket
Sankari,18,RAMESHKUMAR. V,Independent,Almirah
Sankari,19,VIGNESH. A,Independent,Bat
Sankari,20,VIJAYAKUMAR. M,Independent,Bricks
Salem (West),1,ALAGAAPURAM. R. MOHANRAJ,Desiya Murpokku Dravida Kazhagam,Nagara
Salem (West),2,GUNASEKARAN.R,Bahujan Samaj Party,Elephant
